"measure_number","measure","financial_year","quarter","year_month","ethnicity","district","region","measure_type","value"
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","Counties Manukau","Northern","Denominator",13020
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","Counties Manukau","Northern","Percent",3.1566820276497696
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","Hawke's Bay","Central","Numerator",124
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","Hawke's Bay","Central","Denominator",4917
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","Hawke's Bay","Central","Percent",2.5218629245474884
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","Hutt Valley","Central","Numerator",30
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","Hutt Valley","Central","Denominator",3684
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","Hutt Valley","Central","Percent",0.8143322475570033
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","Lakes","Te Manawa Taki","Numerator",54
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","Lakes","Te Manawa Taki","Denominator",4142
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","Lakes","Te Manawa Taki","Percent",1.3037180106228876
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","MidCentral","Central","Numerator",258
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","MidCentral","Central","Denominator",7816
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","MidCentral","Central","Percent",3.300921187308086
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","Nelson Marlborough","Te Waipounamu","Numerator",281
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","Nelson Marlborough","Te Waipounamu","Denominator",4112
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","Nelson Marlborough","Te Waipounamu","Percent",6.833657587548638
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","Northland","Northern","Numerator",1
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","Northland","Northern","Denominator",7204
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","Northland","Northern","Percent",0.013881177123820101
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","Other","Other","Numerator",7
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","Other","Other","Denominator",512
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","Other","Other","Percent",1.3671875
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","South Canterbury","Te Waipounamu","Numerator",14
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","South Canterbury","Te Waipounamu","Denominator",2440
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","South Canterbury","Te Waipounamu","Percent",0.5737704918032787
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","Southern","Te Waipounamu","Numerator",332
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","Southern","Te Waipounamu","Denominator",9949
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","Southern","Te Waipounamu","Percent",3.33701879585888
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","Tairāwhiti","Te Manawa Taki","Numerator",39
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","Tairāwhiti","Te Manawa Taki","Denominator",2311
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","Tairāwhiti","Te Manawa Taki","Percent",1.6875811337083515
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","Taranaki","Te Manawa Taki","Numerator",53
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","Taranaki","Te Manawa Taki","Denominator",3568
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","Taranaki","Te Manawa Taki","Percent",1.4854260089686098
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","Waikato","Te Manawa Taki","Numerator",448
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","Waikato","Te Manawa Taki","Denominator",14363
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","Waikato","Te Manawa Taki","Percent",3.1191255308779504
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","Wairarapa","Central","Numerator",49
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","Wairarapa","Central","Denominator",1465
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","Wairarapa","Central","Percent",3.3447098976109215
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","Waitematā","Northern","Numerator",868
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","Waitematā","Northern","Denominator",12124
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","Waitematā","Northern","Percent",7.159353348729793
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","West Coast","Te Waipounamu","Numerator",44
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","West Coast","Te Waipounamu","Denominator",1167
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","West Coast","Te Waipounamu","Percent",3.7703513281919454
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","Whanganui","Central","Numerator",2
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","Whanganui","Central","Denominator",2027
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","Whanganui","Central","Percent",0.09866798223976321
"6.4","Digital Health FSA","2022/23","Dec","2022-12","Māori","National","National","Numerator",976
"6.4","Digital Health FSA","2022/23","Dec","2022-12","Māori","National","National","Denominator",25452
"6.4","Digital Health FSA","2022/23","Dec","2022-12","Māori","National","National","Percent",3.834669181203835
"6.4","Digital Health FSA","2022/23","Dec","2022-12","Other","National","National","Numerator",4498
"6.4","Digital Health FSA","2022/23","Dec","2022-12","Other","National","National","Denominator",116648
"6.4","Digital Health FSA","2022/23","Dec","2022-12","Other","National","National","Percent",3.8560455387147656
"6.4","Digital Health FSA","2022/23","Dec","2022-12","Pacific","National","National","Numerator",476
"6.4","Digital Health FSA","2022/23","Dec","2022-12","Pacific","National","National","Denominator",10863
"6.4","Digital Health FSA","2022/23","Dec","2022-12","Pacific","National","National","Percent",4.381846635367762
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","National","National","Numerator",5580
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","National","National","Denominator",151896
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","National","National","Percent",3.6735661241902355
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","Auckland","Northern","Numerator",1495
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","Auckland","Northern","Denominator",25379
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","Auckland","Northern","Percent",5.8906970329800235
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","Bay of Plenty","Te Manawa Taki","Numerator",208
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","Bay of Plenty","Te Manawa Taki","Denominator",8110
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","Bay of Plenty","Te Manawa Taki","Percent",2.564734895191122
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","Canterbury","Te Waipounamu","Numerator",498
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","Canterbury","Te Waipounamu","Denominator",12880
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","Canterbury","Te Waipounamu","Percent",3.8664596273291925
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","Capital & Coast","Central","Numerator",477
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","Capital & Coast","Central","Denominator",11496
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","Capital & Coast","Central","Percent",4.149269311064718
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","Counties Manukau","Northern","Numerator",483
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","Counties Manukau","Northern","Denominator",14043
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","Counties Manukau","Northern","Percent",3.4394360179448835
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","Hawke's Bay","Central","Numerator",142
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","Hawke's Bay","Central","Denominator",4314
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","Hawke's Bay","Central","Percent",3.291608715808994
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","Hutt Valley","Central","Numerator",22
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","Hutt Valley","Central","Denominator",3439
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","Hutt Valley","Central","Percent",0.639720849084036
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","Lakes","Te Manawa Taki","Numerator",46
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","Lakes","Te Manawa Taki","Denominator",3788
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","Lakes","Te Manawa Taki","Percent",1.214361140443506
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","MidCentral","Central","Numerator",187
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","MidCentral","Central","Denominator",8152
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","MidCentral","Central","Percent",2.2939156035328754
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","Nelson Marlborough","Te Waipounamu","Numerator",306
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","Nelson Marlborough","Te Waipounamu","Denominator",3941
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","Nelson Marlborough","Te Waipounamu","Percent",7.764526769855366
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","Northland","Northern","Numerator",0
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","Northland","Northern","Denominator",6625
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","Northland","Northern","Percent",0
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","Other","Other","Numerator",2
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","Other","Other","Denominator",561
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","Other","Other","Percent",0.35650623885918004
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","South Canterbury","Te Waipounamu","Numerator",10
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","South Canterbury","Te Waipounamu","Denominator",2547
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","South Canterbury","Te Waipounamu","Percent",0.39261876717707106
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","Southern","Te Waipounamu","Numerator",296
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","Southern","Te Waipounamu","Denominator",9940
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","Southern","Te Waipounamu","Percent",2.977867203219316
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","Tairāwhiti","Te Manawa Taki","Numerator",70
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","Tairāwhiti","Te Manawa Taki","Denominator",1863
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","Tairāwhiti","Te Manawa Taki","Percent",3.7573805689747717
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","Taranaki","Te Manawa Taki","Numerator",53
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","Taranaki","Te Manawa Taki","Denominator",3328
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","Taranaki","Te Manawa Taki","Percent",1.5925480769230769
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","Waikato","Te Manawa Taki","Numerator",452
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","Waikato","Te Manawa Taki","Denominator",14248
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","Waikato","Te Manawa Taki","Percent",3.172375070185289
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","Wairarapa","Central","Numerator",44
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","Wairarapa","Central","Denominator",1618
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","Wairarapa","Central","Percent",2.719406674907293
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","Waitematā","Northern","Numerator",745
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","Waitematā","Northern","Denominator",12322
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","Waitematā","Northern","Percent",6.04609641291998
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","West Coast","Te Waipounamu","Numerator",43
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","West Coast","Te Waipounamu","Denominator",1120
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","West Coast","Te Waipounamu","Percent",3.8392857142857144
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","Whanganui","Central","Numerator",1
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","Whanganui","Central","Denominator",2182
"6.4","Digital Health FSA","2022/23","Mar","2023-03","All","Whanganui","Central","Percent",0.045829514207149404
"6.4","Digital Health FSA","2022/23","Mar","2023-03","Māori","National","National","Numerator",896
"6.4","Digital Health FSA","2022/23","Mar","2023-03","Māori","National","National","Denominator",24594
"6.4","Digital Health FSA","2022/23","Mar","2023-03","Māori","National","National","Percent",3.643164999593397
"6.4","Digital Health FSA","2022/23","Mar","2023-03","Other","National","National","Numerator",4191
"6.4","Digital Health FSA","2022/23","Mar","2023-03","Other","National","National","Denominator",116392
"6.4","Digital Health FSA","2022/23","Mar","2023-03","Other","National","National","Percent",3.6007629390336104
"6.4","Digital Health FSA","2022/23","Mar","2023-03","Pacific","National","National","Numerator",493
"6.4","Digital Health FSA","2022/23","Mar","2023-03","Pacific","National","National","Denominator",10910
"6.4","Digital Health FSA","2022/23","Mar","2023-03","Pacific","National","National","Percent",4.518790100824932
"6.4","Digital Health FSA","2022/23","Jun","2023-06","All","National","National","Numerator",5945
"6.4","Digital Health FSA","2022/23","Jun","2023-06","All","National","National","Denominator",161938
"6.4","Digital Health FSA","2022/23","Jun","2023-06","All","National","National","Percent",3.6711580975435045
"6.4","Digital Health FSA","2022/23","Jun","2023-06","All","Auckland","Northern","Numerator",1366
"6.4","Digital Health FSA","2022/23","Jun","2023-06","All","Auckland","Northern","Denominator",26841
"6.4","Digital Health FSA","2022/23","Jun","2023-06","All","Auckland","Northern","Percent",5.08922916433814
"6.4","Digital Health FSA","2022/23","Jun","2023-06","All","Bay of Plenty","Te Manawa Taki","Numerator",223
"6.4","Digital Health FSA","2022/23","Jun","2023-06","All","Bay of Plenty","Te Manawa Taki","Denominator",8007
"6.4","Digital Health FSA","2022/23","Jun","2023-06","All","Bay of Plenty","Te Manawa Taki","Percent",2.785063069813913
"6.4","Digital Health FSA","2022/23","Jun","2023-06","All","Canterbury","Te Waipounamu","Numerator",547
"6.4","Digital Health FSA","2022/23","Jun","2023-06","All","Canterbury","Te Waipounamu","Denominator",13319
"6.4","Digital Health FSA","2022/23","Jun","2023-06","All","Canterbury","Te Waipounamu","Percent",4.10691493355357
"6.4","Digital Health FSA","2022/23","Jun","2023-06","All","Capital & Coast","Central","Numerator",618
"6.4","Digital Health FSA","2022/23","Jun","2023-06","All","Capital & Coast","Central","Denominator",12515
"6.4","Digital Health FSA","2022/23","Jun","2023-06","All","Capital & Coast","Central","Percent",4.938074310827008
